text,meta
"দূর্যোগ ব্যবস্থাপনা সম্পর্কিত সেবা > দুর্যোগকালীন জনসেবা ও সহায়তা > সরকারি উদ্যোগের মাধ্যমে জনসচেতনতা বৃদ্ধিতে করণীয় > দুর্যোগ মোকাবেলায় সরকারিভাবে যে সকল সচেতনতামূলক ক্যাম্পেইন রয়েছে - সে সংক্রান্ত তথ্য বাংলাদেশ সরকার প্রাকৃতিক দুর্যোগ মোকাবেলায় নিয়মিতভাবে সচেতনতামূলক ক্যাম্পেইন পরিচালনা করে। দুর্যোগ ব্যবস্থাপনা ও ত্রাণ মন্ত্রণালয় এবং এর অধীন বিভিন্ন অধিদপ্তর, যেমন দুর্যোগ ব্যবস্থাপনা অধিদপ্তর ও ঘূর্ণিঝড় প্রস্তুতি কর্মসূচি (CPP) এই সচেতনতা কার্যক্রমের নেতৃত্ব দেয়। এই ক্যাম্পেইনগুলো মূলত মানুষের মধ্যে দুর্যোগ ঝুঁকি হ্রাস, প্রস্তুতি, এবং দুর্যোগ পরবর্তী করণীয় সম্পর্কে জ্ঞান ও দক্ষতা বাড়াতে সহায়তা করে। সচেতনতামূলক ক্যাম্পেইনের কিছু প্রধান দিক: - দুর্যোগ পূর্ববর্তী প্রস্তুতি: দুর্যোগ আসার আগে কী কী প্রস্তুতি নেওয়া উচিত, সে বিষয়ে মানুষকে সচেতন করা হয়। যেমন: - আবহাওয়ার পূর্বাভাস নিয়মিত অনুসরণ করা। - জরুরি অবস্থার জন্য প্রয়োজনীয় শুকনো খাবার, বিশুদ্ধ পানি, ঔষধ, টর্চলাইট, ব্যাটারি, রেডিও ইত্যাদি প্রস্তুত রাখা। - পারিবারিক পরিকল্পনা করা, যাতে দুর্যোগের সময় পরিবারের সবাই নিরাপদ থাকতে পারে। - সতর্ক বার্তা প্রচার: সরকার বিভিন্ন মাধ্যমে দুর্যোগের সতর্ক বার্তা প্রচার করে। যেমন: - টেলিভিশন, রেডিও এবং মোবাইল ফোনের মাধ্যমে জরুরি বার্তা পাঠানো। - ঘূর্ণিঝড় ও বন্যার ক্ষেত্রে স্থানীয় স্বেচ্ছাসেবকদের মাধ্যমে মেগাফোন বা হ্যান্ড সাইরেন ব্যবহার করে সতর্কতা দেওয়া। - উপকূলীয় অঞ্চলে সংকেত পতাকা উত্তোলন। - মহড়া ও প্রশিক্ষণ: নিয়মিতভাবে বিভিন্ন স্থানে (যেমন: স্কুল, কলেজ, কমিউনিটি সেন্টার) ভূমিকম্প, আগুন বা ঘূর্ণিঝড়ের মহড়া আয়োজন করা হয়। এর মাধ্যমে মানুষ দুর্যোগের সময় কী করবে, কোথায় আশ্রয় নেবে এবং কীভাবে উদ্ধার কাজ চালাবে, সে সম্পর্কে বাস্তব অভিজ্ঞতা লাভ করে। - লিফলেট ও পোস্টার বিতরণ: দুর্যোগের ধরন অনুযায়ী করণীয় সম্পর্কে বিস্তারিত তথ্য দিয়ে লিফলেট, পোস্টার ও ব্রোশিওর তৈরি করে জনসাধারণের মধ্যে বিতরণ করা হয়। - মিডিয়া ও ডিজিটাল প্ল্যাটফর্মের ব্যবহার: সরকার দুর্যোগ সচেতনতা বাড়ানোর জন্য সামাজিক যোগাযোগ মাধ্যম, ওয়েবসাইট এবং গণমাধ্যমকে ব্যবহার করে। বিভিন্ন প্রামাণ্যচিত্র, বিজ্ঞাপন এবং জনসচেতনতামূলক ভিডিও তৈরি করে প্রচার করা হয়। এই ক্যাম্পেইনগুলোর মাধ্যমে সরকার চেষ্টা করে দুর্যোগ ব্যবস্থাপনাকে কেবল জরুরি ত্রাণ কার্যক্রমে সীমাবদ্ধ না রেখে, দুর্যোগের ঝুঁকি কমানো এবং জনগণের মধ্যে সহনশীলতা গড়ে তোলার একটি সমন্বিত কাঠামো তৈরি করতে। https://modmr.gov.bd/",category: দূর্যোগ ব্যবস্থাপনা সম্পর্কিত সেবা | sub_category: দুর্যোগকালীন জনসেবা ও সহায়তা | service: সরকারি উদ্যোগের মাধ্যমে জনসচেতনতা বৃদ্ধিতে করণীয় | topic: দুর্যোগ মোকাবেলায় সরকারিভাবে যে সকল সচেতনতামূলক ক্যাম্পেইন রয়েছে - সে সংক্রান্ত তথ্য
"দূর্যোগ ব্যবস্থাপনা সম্পর্কিত সেবা > দুর্যোগকালীন জনসেবা ও সহায়তা > দুর্যোগ মোকাবেলায় স্বেচ্ছাসেবক প্রশিক্ষণ > দুর্যোগ মোকাবেলায় স্বেচ্ছাসেবক প্রশিক্ষণ সংক্রান্ত তথ্য দুর্যোগ মোকাবেলায় স্বেচ্ছাসেবক প্রশিক্ষণ সংক্রান্ত তথ্য গুলো নিম্নে উল্লেখ করা হলো স্বেচ্ছাসেবক প্রশিক্ষণ: স্বেচ্ছাসেবকদের দক্ষতা বৃদ্ধির জন্য বেশ কয়েক প্রকারের প্রশিক্ষণ প্রদান করা হয়ে থাকে, তাদের মধ্যে- ১। দুর্যোগ বিষয়ক মৌলিক প্রশিক্ষণ (ভূমিকম্পসহ) ২। প্রাথমিক চিকিৎসা বিষয়ক প্রশিক্ষণ ৩। অনুসন্ধান ও উদ্ধার বিষয়ক প্রশিক্ষণ ৪। নেতৃত্ব বিষয়ক প্রশিক্ষণ ৫। দক্ষতা উন্নয়ন বিষয়ক ৬। মৌলিক , প্রাথমিক চিকিৎসা, উদ্ধার ও অনুসন্ধান প্রশিক্ষণ ৭।ছাত্র /ছাত্রীদের প্রশিক্ষণ। ৮।জেলেদের প্রশিক্ষণ। স্বেচ্ছাসেবকদের দক্ষতা বৃদ্ধির জন্য এ সকল প্রশিক্ষণ দুর্যোগ ব্যবস্থাপনা, প্রাথমিক চিকিৎসা, উদ্ধার ও অনুসন্ধান, লিডারশিপ, ঘূর্ণিঝড়ের সংকেত, অপসারণ, জলবায়ু পরিবর্তন, মানবিক মূল্যবোধ, ভূমিকম্প, জেন্ডার, রিলিফ অপারেশন এবং সমাজ কল্যাণমূলক কার্যক্রমের উপর প্রশিক্ষণ প্রদান করা হয়ে থাকে। ২০২৩-২০২৪ অর্থ বছরে এ পর্যন্ত ৬০০ টি কেন্দ্রে প্রতি কেন্দ্রে ৪০ জন হিসেবে মোট ২৩৯০৫ জনকে ২ দিনব্যাপী দক্ষতা উন্নয়ন বিষয়ক প্রশিক্ষণ প্রদান করা হয়েছে যার অর্ধেক নারী। তাছাড়া বাংলাদেশ রেডক্রিসেন্ট সোসাইটির অর্থায়নে কক্সবাজার জেলার পেকুয়া এবং উখিয়া উপজেলায় ৯৬০ জন স্বেচ্ছাসেবককে দক্ষতা উন্নয়ন বিষয়ক প্রশিক্ষণ প্রদান করা হয়েছে।",category: দূর্যোগ ব্যবস্থাপনা সম্পর্কিত সেবা | sub_category: দুর্যোগকালীন জনসেবা ও সহায়তা | service: দুর্যোগ মোকাবেলায় স্বেচ্ছাসেবক প্রশিক্ষণ | topic: দুর্যোগ মোকাবেলায় স্বেচ্ছাসেবক প্রশিক্ষণ সংক্রান্ত তথ্য
"স্বাস্থ্য সম্পর্কিত সেবা > জরুরি স্বাস্থ্য সেবা > স্বাস্থ্য বাতায়ন হেল্পলাইন ১৬২৬৩ > জরুরি সরকারি স্বাস্থ্যসেবা অথবা হাসপাতাল বিষয়ক যেকোনো অভিযোগ দিতে কিংবা পরামর্শ পেতে করণীয় স্বাস্থ্য বাতায়ন গণপ্রজাতন্ত্রী বাংলাদেশ সরকারের স্বাস্থ্য ও পরিবার কল্যাণ মন্ত্রণালয় পরিচালিত একটি সেবা। এই নম্বরে ফোন করে স্বাস্থ্যসংক্রান্ত যেকোনো বিষয়ে সরাসরি চিকিৎসকের সঙ্গে কথা বলে আপনি পরামর্শ পেতে পারেন। এ ছাড়া স্বাস্থ্য বাতায়ন থেকে সরকারি হাসপাতাল, ডাক্তারের তথ্য কিংবা স্বাস্থ্যসেবা–বিষয়ক অন্যান্য যেকোনো তথ্য ও ফোন নম্বর পাওয়া যাবে। স্বাস্থ্য বাতায়নের হেল্পলাইন নম্বর (১৬২৬৩)- তে কল করে আপনি স্বাস্থ্য সংক্রান্ত যেকোনো বিষয়ে সরাসরি ডাক্তারের পরামর্শ নিতে পারেন। https://www.healthtalkbd.org/pregnancy_take_care# http://app.mohfw.gov.bd/",category: স্বাস্থ্য সম্পর্কিত সেবা | sub_category: জরুরি স্বাস্থ্য সেবা | service: স্বাস্থ্য বাতায়ন হেল্পলাইন ১৬২৬৩ | topic: জরুরি সরকারি স্বাস্থ্যসেবা অথবা হাসপাতাল বিষয়ক যেকোনো অভিযোগ দিতে কিংবা পরামর্শ পেতে করণীয়
স্বাস্থ্য সম্পর্কিত সেবা > জরুরি স্বাস্থ্য সেবা > স্বাস্থ্য বাতায়ন হেল্পলাইন ১৬২৬৩ > স্বাস্থ্য বাতায়নের হেল্পলাইন সুবিধা কখন ব্যবহার করা যায়? স্বাস্থ্য বাতায়নের হেল্পলাইন ১৬২৬৩ এ কল করে আপনি স্বাস্থ্য সংক্রান্ত যেকোনো বিষয়ে সরাসরি ডাক্তারের পরামর্শ নিতে পারেন। স্বাস্থ্য বাতায়নের হেল্পলাইনে দিনরাত ২৪ ঘণ্টা কল করে সেবা নিতে পারবেন। http://16263.dghs.gov.bd/#myCarousel http://app.mohfw.gov.bd/,category: স্বাস্থ্য সম্পর্কিত সেবা | sub_category: জরুরি স্বাস্থ্য সেবা | service: স্বাস্থ্য বাতায়ন হেল্পলাইন ১৬২৬৩ | topic: স্বাস্থ্য বাতায়নের হেল্পলাইন সুবিধা কখন ব্যবহার করা যায়?
স্বাস্থ্য সম্পর্কিত সেবা > জরুরি স্বাস্থ্য সেবা > স্বাস্থ্য বাতায়ন হেল্পলাইন ১৬২৬৩ > স্বাস্থ্য বাতায়নের হেল্পলাইনে কল করলে কোনো চার্জ কাটবে কি? স্বাস্থ্য বাতায়নের হেল্পলাইন ১৬২৬৩ এ কল করে আপনি স্বাস্থ্য সংক্রান্ত যেকোনো বিষয়ে সরাসরি ডাক্তারের পরামর্শ নিতে পারেন। সেক্ষেত্রে এই নম্বরে ফোন করতে প্রতি মিনিট ২.৩৭ টাকা চার্জ (ভ্যাটসহ) প্রযোজ্য। http://16263.dghs.gov.bd/#myCarousel http://app.mohfw.gov.bd/,category: স্বাস্থ্য সম্পর্কিত সেবা | sub_category: জরুরি স্বাস্থ্য সেবা | service: স্বাস্থ্য বাতায়ন হেল্পলাইন ১৬২৬৩ | topic: স্বাস্থ্য বাতায়নের হেল্পলাইনে কল করলে কোনো চার্জ কাটবে কি?
"স্বাস্থ্য সম্পর্কিত সেবা > জরুরি স্বাস্থ্য সেবা > স্বাস্থ্য বাতায়ন হেল্পলাইন ১৬২৬৩ > স্বাস্থ্য বাতায়নের হেল্পলাইনে কল করে অ্যাম্বুলেন্স সেবা কীভাবে পাওয়া যায়? স্বাস্থ্য বাতায়ন গণপ্রজাতন্ত্রী বাংলাদেশ সরকারের স্বাস্থ্য ও পরিবার কল্যাণ মন্ত্রণালয় পরিচালিত একটি সেবা। আপনি যেভাবে সেবা পাবেন: স্বাস্থ্য বাতায়নের হেল্পলাইন ১৬২৬৩ ডায়াল করার পর-- ১। আপনার স্বাস্থ্য বিষয়ে পরামর্শের জন্য সরাসরি ডাক্তারের সাথে কথা বলতে ০ (শূন্য) চাপুন। ২। আপনি যদি আপনার নিকটস্থ সরকারি হাসপাতাল, ডাক্তারের তথ্য কিংবা স্বাস্থ্যসেবা বিষয়ে কোনো কিছু জানতে চান, তাহলে ১ চাপুন। ৩। আপনি যদি সরকারি-বেসরকারি অ্যাম্বুলেন্সের তথ্য জানতে চান, তাহলে ২ চাপুন । ৪। আপনি যদি সরকারি-বেসরকারি হাসপাতাল, ক্লিনিক কিংবা অন্যান্য সরকারি স্বাস্থ্যসেবা সম্পর্কে কোনো অভিযোগ জানাতে চান, তাহলে ৩ চাপুন । ৫। আপনি যদি কোনো দুর্ঘটনার খবর জানাতে চান তাহলে ৪ চাপুন। স্বাস্থ্য মন্ত্রণালয়ের স্বাস্থ্য বাতায়ন সেবাটি সম্পর্কে বিস্তারিত জানতে ৫ চাপুন। ৬। আপনি যদি মেন্যুটি পুনরায় শুনতে চান, তাহলে হ্যাশ (#) চাপুন। http://16263.dghs.gov.bd/#myCarousel http://app.mohfw.gov.bd/",category: স্বাস্থ্য সম্পর্কিত সেবা | sub_category: জরুরি স্বাস্থ্য সেবা | service: স্বাস্থ্য বাতায়ন হেল্পলাইন ১৬২৬৩ | topic: স্বাস্থ্য বাতায়নের হেল্পলাইনে কল করে অ্যাম্বুলেন্স সেবা কীভাবে পাওয়া যায়?
"স্বাস্থ্য সম্পর্কিত সেবা > জরুরি স্বাস্থ্য সেবা > ন্যাশনাল ইমার্জেন্সি সার্ভিস ৯৯৯ (অ্যাম্বুলেন্স) > ৯৯৯ নম্বরে কল করলে কি অ্যাম্বুলেন্স সেবা পাওয়া যায়? হ্যাঁ। আপনি ৯৯৯- এ কল করে অ্যাম্বুলেন্স সেবা নিতে পারবেন। ৯৯৯ - জরুরি সেবা হলো সরকার কর্তৃক পরিচালিত একটি কর্মসূচি যা একটি কাঠামোর অধীনে নাগরিকের জরুরি প্রয়োজনে সম্পূর্ণ টোল ফ্রি ভাবে পুলিশ, ফায়ার সার্ভিস ও অ্যাম্বুলেন্স সার্ভিস প্রদান করে থাকে। https://www.999.gov.bd/#services",category: স্বাস্থ্য সম্পর্কিত সেবা | sub_category: জরুরি স্বাস্থ্য সেবা | service: ন্যাশনাল ইমার্জেন্সি সার্ভিস ৯৯৯ (অ্যাম্বুলেন্স) | topic: ৯৯৯ নম্বরে কল করলে কি অ্যাম্বুলেন্স সেবা পাওয়া যায়?
"স্বাস্থ্য সম্পর্কিত সেবা > জরুরি স্বাস্থ্য সেবা > ন্যাশনাল ইমার্জেন্সি সার্ভিস ৯৯৯ (অ্যাম্বুলেন্স) > ৯৯৯ নম্বরে কল করা যায় কোনো সময়? আপনি যেকোনো সময় ৯৯৯ এ কল করে জরুরি সেবা পেতে পারবেন। সকলের জন্য সপ্তাহে ৭ দিন ২৪ ঘণ্টা চালু রয়েছে এই সেবা। যেকোনো মোবাইল নম্বর থেকে সম্পূর্ণ টোল ফ্রি কল করে বাংলাদেশের নাগরিকরা জরুরি মুহূর্তে ফায়ার সার্ভিস, পুলিশ বা অ্যাম্বুলেন্স সেবা পাবেন। https://www.999.gov.bd/#services",category: স্বাস্থ্য সম্পর্কিত সেবা | sub_category: জরুরি স্বাস্থ্য সেবা | service: ন্যাশনাল ইমার্জেন্সি সার্ভিস ৯৯৯ (অ্যাম্বুলেন্স) | topic: ৯৯৯ নম্বরে কল করা যায় কোনো  সময়?
"স্বাস্থ্য সম্পর্কিত সেবা > জরুরি স্বাস্থ্য সেবা > ন্যাশনাল ইমার্জেন্সি সার্ভিস ৯৯৯ (অ্যাম্বুলেন্স) > ৯৯৯ -এর মাধ্যমে পাওয়া অ্যাম্বুলেন্স সেবা কি বিনামূল্যে দেওয়া হয়? ৯৯৯ সার্ভিসের মাধ্যমে যে অ্যাম্বুলেন্স সেবা প্রদান করা হয়, তা কিন্তু বিনামূল্যে নয়। বস্তুত বাংলাদেশের কো্নো কর্তৃপক্ষই বিনামূল্যে অ্যাম্বুলেন্স সার্ভিস প্রদান করে না। ৯৯৯ সার্ভিস নাগরিকের প্রয়োজন অনুযায়ী বিভিন্ন অ্যাম্বুলেন্স সার্ভিস প্রদানকারী প্রতিষ্ঠানের সাথে আপনাকে যোগাযোগ করিয়ে দেয়। ফলে অ্যাম্বুলেন্সের ধরণ, গন্তব্যস্থল ইত্যাদি অনুযায়ী ভাড়ার পরিমাণ নির্ধারিত হয়। তাই অ্যাম্বুলেন্স সেবা চাইতে এই সকল তথ্য অপারেটরকে সঠিকভাবে প্রদান করা জরুরি । এক্ষেত্রে অপারেটর নিকটস্থ অ্যাম্বুলেন্স সেবা প্রদানকারী প্রতিষ্ঠানের সাথে যোগাযোগ করিয়ে দিবে। https://www.999.gov.bd/content/%E0%A6%95%E0%A7%87%E0%A6%AE%E0%A6%A8_%E0%A6%95%E0%A6%B0%E0%A7%87_%E0%A6%AC%E0%A7%8D%E0%A6%AF%E0%A6%AC%E0%A6%B9%E0%A6%BE%E0%A6%B0_%E0%A6%95%E0%A6%B0%E0%A6%AC%E0%A7%87%E0%A6%A8_%E0%A7%AF%E0%A7%AF%E0%A7%AF_%E0%A6%9C%E0%A6%B0%E0%A7%81%E0%A6%B0%E0%A6%BF_%E0%A6%B8%E0%A7%87%E0%A6%AC%E0%A6%BE",category: স্বাস্থ্য সম্পর্কিত সেবা | sub_category: জরুরি স্বাস্থ্য সেবা | service: ন্যাশনাল ইমার্জেন্সি সার্ভিস ৯৯৯ (অ্যাম্বুলেন্স) | topic: ৯৯৯ -এর মাধ্যমে পাওয়া অ্যাম্বুলেন্স সেবা কি বিনামূল্যে দেওয়া হয়?
স্বাস্থ্য সম্পর্কিত সেবা > জরুরি স্বাস্থ্য সেবা > ন্যাশনাল ইমার্জেন্সি সার্ভিস ৯৯৯ (অ্যাম্বুলেন্স) > ৯৯৯-এর মাধ্যমে অ্যাম্বুলেন্স সেবা কীভাবে পাওয়া যায়? ৯৯৯ - এ কল করলে তারা আপনাদের প্রয়োজন অনুযায়ী বিভিন্ন অ্যাম্বুলেন্স সার্ভিস প্রদানকারী প্রতিষ্ঠানের সাথে যোগাযোগ করিয়ে দেয়। তাই অ্যাম্বুলেন্স সেবা চাইতে এই সকল তথ্য অপারেটরকে সঠিক ভাবে প্রদান করুন। অপারেটর আপনাকে আপনার নিকটস্থ অ্যাম্বুলেন্স সেবা প্রদানকারী প্রতিষ্ঠানের সাথে যোগাযোগ করিয়ে দিবে। https://www.999.gov.bd/,category: স্বাস্থ্য সম্পর্কিত সেবা | sub_category: জরুরি স্বাস্থ্য সেবা | service: ন্যাশনাল ইমার্জেন্সি সার্ভিস ৯৯৯ (অ্যাম্বুলেন্স) | topic: ৯৯৯-এর মাধ্যমে অ্যাম্বুলেন্স সেবা কীভাবে পাওয়া যায়?
"স্বাস্থ্য সম্পর্কিত সেবা > জরুরি স্বাস্থ্য সেবা > ন্যাশনাল ইমার্জেন্সি সার্ভিস ৯৯৯ (অ্যাম্বুলেন্স) > ৯৯৯ থেকে সেবা কীভাবে পাওয়া যায়? ৯৯৯ নম্বরে যে কোনো মোবাইল নম্বর থেকে কল করে আপনি জরুরি মুহূর্তে ফায়ার সার্ভিস, পুলিশ বা অ্যাম্বুলেন্স সেবা পাবেন। অথবা, ৯৯৯ থেকে ইমার্জেন্সি সেবা পেতে বাংলায় তৈরি প্রথম ইমারজেন্সি অ্যাপ বিডি নাইন নাইন নাইন (https://play.google.com/store/apps/details?id=com.trinity.Bangladesh999&hl=bn ) নামে অ্যাপটি প্লে স্টোর থেকে ডাউনলোড করুন। আপনি এখানে ৯৯৯ সার্ভিস সম্পর্কিত সকল সেবা দেখতে পাবেন। যেমন- - আপনি এ অ্যাপ থেকে স্বাস্থ্য সেবা পেতে সক্ষম। - যদি অতিমাত্রায় প্রয়োজন হয় আপনি হেল্প ডেস্ক থেকেও সাহায্য নিতে পারেন। হেল্প ডেস্ক ২৪ ঘণ্টাই খোলা। - সহজেই ম্যাপের মাধ্যমে খুঁজে বের করতে পারেন আপনার নিকটস্থ ফায়ার স্টেশন, হাসপাতাল অথবা থানা। - তাছাড়াও এখানে আপনি যেকোনো কিছু সম্পর্কে অনুসন্ধান করতে পারেন। যার উত্তর আপনাকে সম্পূর্ণ বাংলায় দেওয়া হবে। https://www.999.gov.bd/",category: স্বাস্থ্য সম্পর্কিত সেবা | sub_category: জরুরি স্বাস্থ্য সেবা | service: ন্যাশনাল ইমার্জেন্সি সার্ভিস ৯৯৯ (অ্যাম্বুলেন্স) | topic: ৯৯৯ থেকে সেবা কীভাবে পাওয়া যায়?
"স্বাস্থ্য সম্পর্কিত সেবা > জরুরি স্বাস্থ্য সেবা > ন্যাশনাল ইমার্জেন্সি সার্ভিস ৯৯৯ (অ্যাম্বুলেন্স) > ৯৯৯ সার্ভিস থেকে লাশবাহী অ্যাম্বুলেন্স সেবা নেওয়া যাবে? না, ৯৯৯ সার্ভিস থেকে লাশবাহী অ্যাম্বুলেন্স সেবা প্রদান করা হয় না। https://www.999.gov.bd/#services",category: স্বাস্থ্য সম্পর্কিত সেবা | sub_category: জরুরি স্বাস্থ্য সেবা | service: ন্যাশনাল ইমার্জেন্সি সার্ভিস ৯৯৯ (অ্যাম্বুলেন্স) | topic: ৯৯৯ সার্ভিস থেকে লাশবাহী অ্যাম্বুলেন্স সেবা নেওয়া যাবে?
স্বাস্থ্য সম্পর্কিত সেবা > জরুরি স্বাস্থ্য সেবা > ন্যাশনাল ইমার্জেন্সি সার্ভিস ৯৯৯ (অ্যাম্বুলেন্স) > ৯৯৯ কি কোনো এরিয়াভিত্তিক সার্ভিস দিয়ে থাকে? না। সারা বাংলাদেশ জুড়ে ৯৯৯ এর সার্ভিস পাওয়া যাবে। https://www.999.gov.bd/#services,category: স্বাস্থ্য সম্পর্কিত সেবা | sub_category: জরুরি স্বাস্থ্য সেবা | service: ন্যাশনাল ইমার্জেন্সি সার্ভিস ৯৯৯ (অ্যাম্বুলেন্স) | topic: ৯৯৯ কি কোনো এরিয়াভিত্তিক সার্ভিস দিয়ে থাকে?
"স্বাস্থ্য সম্পর্কিত সেবা > গর্ভকালীন সেবা > গর্ভকালীন সেবা > জেলা বা উপজেলা হাসপাতালে গর্ভবতী মায়েদের জন্য সরকারি অ্যাম্বু্লেন্স পাওয়া সংক্রান্ত স্বাস্থ্য ও পরিবার পরিকল্পনা মন্ত্রণালয় থেকে মেডিকেল কলেজ, স্পেশালাইজড, জেলা ও উপজেলা হাসপাতালগুলোতে গর্ভবতী মায়েদের জন্য বিনামূল্যে অ্যাম্বুলেন্স সেবা প্রদানের একটি নোটিশ জারি করা হয়েছে। এটি দ্রুত কার্যকর হবে। সরকারি হেল্পলাইন ১৬২৬৩ নম্বরে কল করলে জরুরি স্বাস্থ্যসেবা বা অ্যাম্বুলেন্স সংক্রান্ত সহযোগিতা পাওয়া যাবে। https://old.dghs.gov.bd/index.php/en/home/1002-free-ambulance-service-for-pregnant-women?",category: স্বাস্থ্য সম্পর্কিত সেবা | sub_category: গর্ভকালীন সেবা | service: গর্ভকালীন সেবা | topic: জেলা বা উপজেলা হাসপাতালে গর্ভবতী মায়েদের জন্য সরকারি অ্যাম্বু্লেন্স পাওয়া সংক্রান্ত
"স্বাস্থ্য সম্পর্কিত সেবা > গর্ভকালীন সেবা > মায়েদের গর্ভকালীন ইতিহাস > মায়েদের গর্ভকালীন ইতিহাস সংক্রান্ত তথ্য গর্ভাবস্থায় মা ও শিশুর সুস্থতা নিশ্চিত করতে সরকারের পক্ষ থেকে গর্ভকালীন বিভিন্ন সেবা প্রদান করা হয়। এর উদ্দেশ্য হলো গর্ভবতী মায়ের স্বাস্থ্য এবং গর্ভস্থ শিশুর অবস্থা সম্পর্কে জানা, কোনো ঝুঁকি আছে কি না তা চিহ্নিত করা এবং প্রয়োজন অনুযায়ী সঠিক চিকিৎসা দেওয়া। এজন্য গর্ভকালীন ইতিহাস ও সাধারণ তথ্য জানতে হয়। গর্ভবতী মাকে প্রথমে কিছু সাধারণ তথ্য দিতে হয়, যেমন: - মায়ের ব্যক্তিগত তথ্য: নাম, বয়স, ঠিকানা এবং স্বামীর নাম ও পেশা। - বর্তমান গর্ভাবস্থা: শেষ মাসিকের তারিখ এবং বর্তমানে কোনো শারীরিক সমস্যা হচ্ছে কি না। - পূর্ববর্তী প্রসবের ইতিহাস হিসেবে আগে কতগুলো সন্তান হয়েছে, তাদের জন্ম তারিখ, প্রসবের স্থান, প্রসব হতে কত সময় লেগেছিল এবং কে প্রসব করেছিলেন। এছাড়াও, আগের গর্ভাবস্থায় উচ্চ রক্তচাপ, খিঁচুনি বা অতিরিক্ত রক্তক্ষরণের মতোো কোনো জটিলতা হয়েছিল কি না, প্রসব স্বাভাবিক ছিল নাকি সিজারিয়ান সেকশন, এবং কোনো বিশেষ চিকিৎসা নিতে হয়েছিল কি না—এইসব তথ্যও জানা জরুরি। https://www.healthtalkbd.org/pregnancy_take_care",category: স্বাস্থ্য সম্পর্কিত সেবা | sub_category: গর্ভকালীন সেবা | service: মায়েদের গর্ভকালীন ইতিহাস | topic: মায়েদের গর্ভকালীন ইতিহাস সংক্রান্ত তথ্য
"স্বাস্থ্য সম্পর্কিত সেবা > গর্ভকালীন সেবা > গর্ভাবস্থা : জটিলতা > গর্ভাবস্থায় জটিলতার লক্ষণ গর্ভাবস্থায় জটিলতার লক্ষণগুলো হলো: কিছু লক্ষণ গর্ভাবস্থাকে ঝুঁকিপূর্ণ করতে পারে। স্বাস্থ্যকর্মীরা এই বিষয়গুলো বিশেষভাবে লক্ষ্য রাখেন: - যমজ সন্তান। - গর্ভস্থ শিশুর বা গর্ভফুলের (placenta) অবস্থান স্বাভাবিক না হলে। - উচ্চ রক্তচাপ, ডায়াবেটিস, জন্ডিস বা হৃদরোগের মতো কোনো স্বাস্থ্য সমস্যা থাকলে। https://www.healthtalkbd.org/pregnancy_take_care",category: স্বাস্থ্য সম্পর্কিত সেবা | sub_category: গর্ভকালীন সেবা | service: গর্ভাবস্থা : জটিলতা | topic: গর্ভাবস্থায় জটিলতার লক্ষণ
"স্বাস্থ্য সম্পর্কিত সেবা > গর্ভকালীন সেবা > গর্ভকালীন ঝুঁকি: মায়েদের যত্নাদি > গর্ভকালীন ঝুঁকিতে মায়েদের যত্নাদি গর্ভবতী মায়ের কিছু শারীরিক বৈশিষ্ট্য বা পূর্ববর্তী ইতিহাস থাকলে সেই গর্ভাবস্থা ঝুঁকিপূর্ণ হতে পারে। সেক্ষেত্রে বিশেষ যত্নের প্রয়োজন হয়: - বয়স: ১৮ বছরের কম বা ৩৫ বছরের বেশি বয়স হলে। - উচ্চতা: মায়ের উচ্চতা ৪ ফুট ১০ ইঞ্চির কম হলে। - সন্তান সংখ্যা: প্রথম গর্ভ হলে অথবা ৪টির বেশি সন্তান থাকলে। - পূর্ববর্তী প্রসবের সমস্যা: আগে যদি প্রসবের আগে বা পরে অতিরিক্ত রক্তক্ষরণ হয়ে থাকে, গর্ভফুল জরায়ুতে আটকে গিয়েছিল, প্রসব দীর্ঘস্থায়ী বা বাধাগ্রস্ত হয়েছিল, বা সময়ের আগে পানি ভেঙে গিয়েছিল। - শিশুর মৃত্যু: গর্ভস্থ শিশুর বা নবজাতকের মৃত্যুর কোনো ইতিহাস থাকলে। - অন্যান্য স্বাস্থ্য সমস্যা: রক্তস্বল্পতা (anemia) বা যৌনবাহিত রোগ থাকলে। https://www.healthtalkbd.org/pregnancy_take_care",category: স্বাস্থ্য সম্পর্কিত সেবা | sub_category: গর্ভকালীন সেবা | service: গর্ভকালীন ঝুঁকি: মায়েদের যত্নাদি | topic: গর্ভকালীন ঝুঁকিতে মায়েদের যত্নাদি
